wk_strt_dt,yr_nbr,qtr_nbr,prd,wk_nbr,wk_in_yr_nbr,mdip_dm,mdip_inst,mdip_nsp,mdip_auddig,mdip_audtr,mdip_vidtr,mdip_viddig,mdip_so,mdip_on,mdip_em,mdip_sms,mdip_aff,mdip_sem,mdsp_dm,mdsp_inst,mdsp_nsp,mdsp_auddig,mdsp_audtr,mdsp_vidtr,mdsp_viddig,mdsp_so,mdsp_on,mdsp_sem,sales,me_ics_all,me_gas_dpg,st_ct,mrkdn_valadd_edw,mrkdn_pdm,va_pub_0.15,va_pub_0.2,va_pub_0.25,va_pub_0.3,hldy_Black Friday,hldy_Christmas Day,hldy_Christmas Eve,hldy_Columbus Day,hldy_Cyber Monday,hldy_Day after Christmas,hldy_Easter,hldy_Father's Day,hldy_Green Monday,hldy_July 4th,hldy_Labor Day,hldy_MLK,hldy_Memorial Day,hldy_Mother's Day,hldy_NYE,hldy_New Year's Day,hldy_Pre Thanksgiving,hldy_Presidents Day,hldy_Prime Day,hldy_Thanksgiving,hldy_Valentine's Day,hldy_Veterans Day,seas_prd_1,seas_prd_2,seas_prd_3,seas_prd_4,seas_prd_5,seas_prd_6,seas_prd_7,seas_prd_8,seas_prd_9,seas_prd_12,seas_week_40,seas_week_41,seas_week_42,seas_week_43,seas_week_44,seas_week_45,seas_week_46,seas_week_47,seas_week_48
2017-07-30,2017,3,7,1,27,7145681,7410880,234047,772513,12068845,8514437,1700995,17047572,2980056,2393465,90355,317737,266311,598897.06,69033.34,91445.93,2867.47,130388.08,93093.76,17910.58,72887.43,170322.05,725328.85,114221272.29,96.79999999999998,2.467,600.0,0.3444428657142858,0.3240530054285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-06,2017,3,7,2,28,42549,16080320,283869,3845767,15472071,7529256,1777880,19102693,2180328,3290906,136259,176123,137423,27535.35,94850.81,95247.24,11583.65,82796.98,91874.26,17506.1,80951.06,126712.69,363711.72,103941494.7,96.79999999999998,2.4920000000000004,600.0,0.3125870435714286,0.32452406042857146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-13,2017,3,7,3,29,2561516,8767080,137751,4121562,15980903,7644453,1198511,21336541,2689212,4448338,53568,311712,220319,416588.81,45136.16,51437.66,7090.0,60809.35,110345.99,21142.23,156494.62,251938.23,503028.6,98364761.95,96.79999999999998,2.497,600.0,0.32592045542857145,0.32255059428571425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-20,2017,3,7,4,30,6986180,3389120,86686,982267,14494493,586364,495734,16935867,3173951,2155335,53894,173078,217686,1480877.13,18277.13,8872.59,3557.31,53411.44,18500.86,8600.36,55762.92,293888.82,302972.74,54894314.06,96.79999999999998,2.474,600.0,0.3131446557142857,0.3214999311428572,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-27,2017,3,8,1,31,124529,10040480,341126,1011541,13844407,5543955,1165757,13150950,2977995,3452070,139211,208170,141947,200165.66,38284.43,39760.28,2014.37,77073.28,61601.13,26458.5,72825.65,132608.18,689333.62,60948305.59,95.1,2.5130000000000003,600.0,0.34522776200000005,0.3241552878571429,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-09-03,2017,3,8,2,32,10762050,14297440,690525,2515725,18770521,6626743,669764,13265432,5617299,3910423,93286,354804,140722,682308.96,83378.03,58682.36,10126.81,106850.65,106269.31,14655.77,112427.4,189047.83,394051.38,110656088.05,95.1,2.7939999999999996,600.0,0.33010543242857143,0.3276293445714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-09-10,2017,3,8,3,33,5162781,4068400,254234,2356612,13668708,22695842,2080152,30719116,3436609,3920627,117037,353269,134326,1089033.55,21273.97,69394.22,10907.01,87561.47,307363.43,25783.84,257022.85,352016.27,324989.33,101276096.59,95.1,2.8000000000000003,600.0,0.3426488928571429,0.3278410315714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-09-17,2017,3,8,4,34,15953241,2964360,205237,766219,12449539,18197792,945857,41509297,8572098,2530633,56460,212929,267677,685057.87,31630.99,20181.59,2823.25,77424.79,146448.06,21807.68,190000.6,515940.59,449599.33,133894724.3,95.1,2.75,600.0,0.3521919027142858,0.3288641202857142,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-09-24,2017,3,8,5,35,10770796,7262400,265495,645437,10397006,4900277,895548,12412641,6853575,4922803,57599,186210,135246,1397182.79,33537.81,56407.08,1972.63,54585.4,100435.81,22159.97,105901.41,227941.12,358332.95,107223097.12,95.1,2.701,600.0,0.33712270085714285,0.3284679232857143,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-10-01,2017,3,9,1,36,4635606,4675440,1044617,3368574,20718802,9610129,1174254,16983692,6678384,4524516,29454,343732,143514,310038.63,59782.8,134029.68,6711.52,181921.64,114104.82,29120.69,97785.99,357118.61,652846.69,66027466.0,100.70000000000002,2.6819999999999995,600.0,0.3987123022857143,0.33384696814285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017-10-08,2017,3,9,2,37,223045,8911466,289703,1802537,45775039,3190653,1298726,25640899,6193518,3669463,153628,320999,260456,605842.94,46051.72,82650.95,6219.26,173960.97,22128.32,33453.52,227013.91,311120.08,711275.6,113532226.32,100.70000000000002,2.622,600.0,0.38830340757142856,0.3319915807142857,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017-10-15,2017,3,9,3,38,20243276,6844000,489302,1225799,18906392,4378348,1053281,11322218,3423142,2313385,60542,238346,155206,1003884.52,20072.78,63166.69,3634.65,98608.04,79226.73,14296.37,212804.78,292374.5,741559.76,115884633.74,100.70000000000002,2.605,600.0,0.35595201285714284,0.32958914800000005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017-10-22,2017,3,9,4,39,1015737,7789040,119447,1117614,28565270,6711264,1179333,17022387,3860566,2689014,158860,276585,318290,287489.81,35351.41,41165.43,3472.0,143582.56,39247.87,29651.49,94820.48,322162.74,614044.77,62538333.33,100.70000000000002,2.594,600.0,0.35015354485714284,0.3343422464285713,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017-10-29,2017,4,10,1,40,4416184,5153297,141087,553710,8079267,2781628,984293,20249200,8661740,2954284,93667,363905,199017,1408679.23,15279.26,38543.59,1675.15,64705.36,29543.12,24837.91,215549.45,272728.15,710020.66,104560110.54,98.5,2.602,600.0,0.3659099908571428,0.3329849735714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-11-05,2017,4,10,2,41,10327892,9443398,233446,2861249,25030228,7565700,1507370,16662543,9075498,3545026,93840,409548,236784,419971.02,96647.72,66534.32,5316.39,172294.82,100603.78,21709.21,428902.43,499330.01,821685.68,87707645.19,98.5,2.673,600.0,0.3954645831428572,0.3385126074285715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017-11-12,2017,4,10,3,42,914857,11366261,555042,1785579,33165593,9837342,10788194,35741246,5416213,3884873,162109,379249,280454,974373.19,75091.86,43385.67,5648.4,176407.68,328126.91,87157.59,285339.89,304305.37,1074628.03,90804140.6,98.5,2.7060000000000004,600.0,0.4592079780000001,0.3426666747142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-11-19,2017,4,10,4,43,354083,26107600,938727,2016339,41383234,18649121,1299338,58821663,7302001,5098790,64381,669626,477467,61446.45,168458.94,160905.89,9110.77,122408.8,410842.55,55893.26,411024.47,396876.12,2242504.74,171018479.04,98.5,2.6830000000000003,600.0,0.5122549824285714,0.3424477542857143,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-11-26,2017,4,11,1,44,23053924,6853943,254836,2865443,29560035,8253306,1399662,16975659,5868681,4878909,171901,954219,790102,1005581.59,69843.38,39602.32,9360.42,127204.39,318413.54,37435.1,427677.86,383876.63,2459696.73,240828463.28,95.9,2.648,599.8571428571429,0.4671578211428571,0.34515617614285715,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-12-03,2017,4,11,2,45,13728763,8363687,322227,1373604,29154102,18296932,2468417,31574105,11252955,8121323,102630,588612,645987,1152000.73,37510.87,22799.15,3589.75,36948.43,437867.86,63758.47,202121.66,695750.18,3006686.76,212402431.68,95.9,2.6170000000000004,599.0,0.4396193917142857,0.34130708685714284,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-12-10,2017,4,11,3,46,18840901,16821258,255853,2378641,50037129,43083662,3255065,17432547,10661676,8614296,105396,733422,394457,588562.79,99921.33,68703.26,13064.83,212002.93,862885.39,48231.73,277739.91,674551.41,1665721.67,155429089.35,95.9,2.6010000000000004,599.0,0.4478349177142857,0.3464581875714286,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-12-17,2017,4,11,4,47,5983174,10598205,250582,5418819,52555124,45787179,2162575,19884333,9699219,5353009,107796,353362,347249,1282745.52,117284.85,51713.55,9914.1,245375.33,530392.0,91087.88,233469.52,588936.27,1247222.06,342807746.41,95.9,2.568,599.0,0.4259160262857143,0.35079239585714284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017-12-24,2017,4,11,5,48,6780966,26751326,580634,3266362,85492123,10548234,469419,9238943,6047357,3377139,84639,313651,292715,371808.68,148883.61,51021.03,10360.44,158288.11,157746.5,10785.78,151297.61,320961.09,750086.99,183923434.59,95.9,2.589,599.0,0.4108812202857143,0.34893609642857143,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-12-31,2017,4,12,1,49,53200,1701470,231496,1578332,28666358,2376720,0,16055093,2011204,4650240,36918,228116,220658,31080.19,21758.67,44215.36,5279.96,62931.6,5108.33,0.0,108724.47,164951.67,478471.37,104469430.63,95.70000000000002,2.637,599.0,0.3501480948571428,0.34393543085714284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-01-07,2017,4,12,2,50,105709,8311860,289466,890067,10054876,7789605,281565,9067086,2032521,3227596,128578,271868,288038,126828.61,54370.24,50820.1,2922.02,80197.16,60860.28,6294.12,121223.93,93380.64,506705.63,96557190.21,95.70000000000002,2.639,599.0,0.3577853737142857,0.34051044957142856,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-01-14,2017,4,12,3,51,931,7126406,401692,1388865,21477704,769571,123148,8907275,4054356,3316605,113438,357638,152852,3175.52,31627.44,57041.81,3969.06,104636.75,3912.72,2975.0,130223.87,185945.89,269420.77,49937851.34,95.70000000000002,2.673,599.0,0.35331058914285723,0.34453749642857145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-01-21,2017,4,12,4,52,13876932,3463790,55354,1570008,10113763,0,123148,15207175,3856608,3585711,196235,324367,135875,1056324.03,18335.9,4433.42,2610.48,85932.46,0.0,2975.0,127741.8,98918.0,415578.7,45316510.85,95.70000000000002,2.6839999999999997,599.0,0.30628861128571433,0.3443000425714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-01-28,2017,4,12,5,53,5375685,3117244,50684,1197397,14251248,5581775,286033,13842753,2046284,5096066,114824,405658,295012,680522.7,19661.45,2277.46,5671.07,110365.11,43605.44,3855.62,68092.25,88079.77,780468.13,51646819.25,95.70000000000002,2.7230000000000003,599.0,0.35574872071428576,0.3477333571428572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-02-04,2018,1,1,1,1,7292103,12016171,114831,941206,20262551,7884196,2103204,27188799,4517930,4431058,197474,228652,173499,392239.96,48695.2,53365.1,4118.32,170795.53,60290.77,30429.53,180952.39,126221.1,700469.02,67773826.54,99.70000000000002,2.753,599.0,0.3856729661428571,0.35392520028571434,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-11,2018,1,1,2,2,9913030,19532972,47114,2924176,29262379,12386320,1481355,11719449,3270824,2972278,115668,322554,167061,566447.69,58437.4,39602.98,8493.71,148152.31,108489.96,18978.62,168551.49,212169.86,645920.26,67762285.49,99.70000000000002,2.724,599.0,0.3736425195714285,0.3564731975714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-18,2018,1,1,3,3,180713,9633130,419,1224306,24822615,8014838,542415,14213062,2093240,4980905,134791,368590,172955,29756.13,36218.37,1543.17,6840.17,120800.77,70139.68,6229.47,108425.88,142446.91,402218.9,106544924.28,99.70000000000002,2.676,599.0,0.3207124875714285,0.35700624714285706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-25,2018,1,1,4,4,3408577,3386513,15412,650783,27276640,10322982,61740,12387160,2978097,4242376,202927,259395,264338,713391.1,29165.72,2250.18,3617.07,142303.41,42981.09,688.1,50121.84,123249.7,342444.97,92857789.33,99.70000000000002,2.6660000000000004,599.0,0.2919202227142857,0.35187628042857144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-04,2018,1,2,1,5,3765419,3066933,40480,1391713,17900281,2133169,451158,18895772,3029908,5109741,136190,196939,269846,306953.51,26267.91,16895.99,2658.21,100587.52,9223.92,18448.0,143463.91,93282.7,600744.23,98332911.67,101.4,2.6789999999999994,599.0,0.2998274978571429,0.3532617542857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-11,2018,1,2,2,6,10665334,4053186,7654,1580838,26727968,7734813,485109,13637075,3047313,3694424,124774,222034,259039,1439848.44,35763.15,1020.83,5511.23,144140.62,112888.06,18297.04,190657.74,185121.85,320995.94,59546110.3,101.4,2.677,599.0,0.3186952575714285,0.3460207937142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,2018,1,2,3,7,3171631,3501280,43653,1791343,21334532,10843608,417812,14485235,3291204,3745379,221022,255198,318585,149779.89,44218.65,20308.82,4725.6,188533.99,104671.48,9193.23,188403.37,204226.46,942781.69,150549332.33,101.4,2.7160000000000006,599.0,0.3657060602857144,0.3553934997142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-25,2018,1,2,4,8,6275686,7884800,50266,2321268,30311655,10287734,719882,14429033,3696802,4273398,222976,212242,265045,973650.58,32903.93,25588.19,8026.37,166255.14,102907.52,14503.16,126069.2,364832.31,406992.37,123119036.08,101.4,2.764,599.0,0.3539892352857143,0.3585328457142857,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-01,2018,1,2,5,9,447687,7816600,35801,1542084,28336755,8028261,1098352,27835615,2143279,5939765,87215,406269,291046,71833.19,66842.38,7105.07,4503.44,149626.36,97361.73,13175.78,126800.48,133175.81,721182.11,62677347.57,101.4,2.817,599.0,0.4417209837142857,0.3633994495714286,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-08,2018,1,3,1,10,178535,2237853,73734,1446352,17561471,5168123,1337807,21831488,4501032,2531903,0,306390,159412,27877.17,40141.18,42018.46,3102.65,166570.49,36970.13,61042.98,200049.43,147654.1,380135.42,102024654.89,98.79999999999998,2.8110000000000004,599.0,0.3578404478571428,0.3603163975714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-15,2018,1,3,2,11,6642794,6948320,0,806117,25093385,8351141,344586,24233322,3250589,2416255,0,414269,275523,499413.85,20375.96,0.0,2496.71,79358.81,52529.2,7397.11,206056.87,317123.6,367261.21,110740225.86,98.79999999999998,2.863,599.0,0.3307281805714286,0.3577321802857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-22,2018,1,3,3,12,13997204,1426400,72512,286236,6294174,3527059,151153,10878753,5149708,2660870,45005,187952,284378,1287813.52,10280.66,25131.03,1351.52,33949.54,40111.5,3630.5,153864.29,323703.25,417868.32,131468079.01,98.79999999999998,2.9139999999999997,599.0,0.30489754128571434,0.357597714,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,2018,1,3,4,13,6554418,7070400,72461,1054136,40008292,12263961,350875,45333156,5373643,8145918,154813,219068,200656,1466531.3,54695.41,33998.53,4734.81,102682.25,215406.93,12991.09,316760.29,201548.59,638848.9,139383055.75,98.79999999999998,2.9610000000000007,599.0,0.385678424,0.3604862481428572,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-06,2018,2,4,1,14,1546156,15447356,524,769926,36894578,10584621,1244346,13084442,3511297,7288189,164312,355386,316477,78831.92,78517.85,144.4,2427.07,109336.33,332368.07,35196.03,135789.51,365806.42,557828.6,92512257.34,98.0,2.9600000000000004,599.0,0.3628764937142857,0.35952278285714284,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-13,2018,2,4,2,15,7180341,10371932,0,1277399,28222480,4978646,1035768,14355749,3418953,4240981,91577,386286,268132,534742.93,48646.99,0.0,6780.85,239943.95,155836.59,25299.12,107583.06,351807.5,372034.2,118078328.09,98.0,2.9490000000000003,599.0,0.351907222,0.3554961775714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-20,2018,2,4,3,16,5521,7079713,293,2580534,34565892,6880954,1866336,16923247,3963407,5790277,99688,199654,167264,2878.35,46294.04,144.4,4594.52,217923.89,193193.35,28235.47,196400.61,269152.14,463744.06,117496605.46,98.0,2.9989999999999988,599.0,0.3436019968571428,0.3642828009999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-27,2018,2,4,4,17,3873987,7540132,838,1883066,29695510,7496314,306311,23425289,5098235,2893928,157877,206029,302004,591943.37,78872.31,495.07,4491.01,156366.54,151220.83,9203.28,85050.2,170096.02,870975.66,73625299.55,98.0,3.0389999999999997,599.0,0.3743330545714286,0.3671392524285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-03,2018,2,5,1,18,6163683,7360206,6552,1422446,43421144,6870123,393170,36434422,4053661,4655608,101875,259335,262738,833633.62,33619.17,2617.06,6072.93,229865.67,59390.36,5450.96,276175.07,406490.01,380479.64,59528136.68,98.20000000000002,3.018,599.0,0.3475703568571428,0.3642821152857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-10,2018,2,5,2,19,10460976,18738754,524,1533855,35944787,12973252,799071,31974704,4231108,5612984,129944,189628,171661,429526.08,48835.94,144.4,9229.71,186518.35,336540.88,21036.31,274468.62,429245.93,888311.42,89482670.19,98.20000000000002,2.9890000000000003,599.0,0.3967307021428572,0.3679886372857143,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-17,2018,2,5,3,20,183887,2542494,0,1352374,16299517,2843722,258938,11169945,8054210,4459423,82949,123214,146978,29834.97,36438.04,0.0,6374.66,81668.0,32459.93,9525.6,256910.84,508567.2,669346.8,104742177.12,98.20000000000002,2.9580000000000006,599.0,0.3464960891428572,0.364279849,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-24,2018,2,5,4,21,6599873,5199923,0,1092863,14266663,5103162,279539,26149296,6108048,2639582,61588,131293,252236,478627.9,27883.57,0.0,2192.53,45818.25,76449.02,9945.29,290762.61,388997.51,417753.32,102279821.48,98.20000000000002,2.9130000000000003,599.0,0.3532304875714285,0.3680827682857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-01,2018,2,5,5,22,13038,13828188,387,2135131,17949076,13099355,302426,16967572,7228633,3740738,93878,159034,179177,9240.93,40228.7,247.54,3600.19,81629.95,106915.43,5698.4,127450.1,367134.78,1069549.96,66717386.49,98.20000000000002,2.924,599.0,0.4159635024285713,0.371423282,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-08,2018,2,6,1,23,0,3714294,0,1448480,37354555,10904300,1073113,12314332,3501108,8000435,201394,556387,294903,0.0,31610.68,0.0,6427.5,108353.11,38880.62,14408.25,51395.55,229922.46,882521.03,117429974.43,97.9,2.9370000000000003,599.0,0.4576146497142858,0.3726755792857143,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-15,2018,2,6,2,24,2225092,5102353,0,1307764,27380048,9689418,526704,13695379,3719032,4775597,141168,211342,162520,468700.11,44601.61,0.0,2288.04,138260.98,58461.7,9790.4,123897.22,147652.74,737018.14,64038606.38,97.9,2.9430000000000005,599.0,0.3824691702857143,0.363597359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-22,2018,2,6,3,25,17544331,1478566,1891,510539,8510797,6860229,80425,22415693,3109811,5802326,211382,290460,134145,696181.94,15339.78,564.4,939.86,67235.71,13895.66,1039.56,136457.71,143210.12,507774.28,53569648.92,97.9,2.9110000000000005,599.0,0.272083505,0.3604476042857144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-29,2018,2,6,4,26,30800,3106708,450,108614,940042,275872,20106,12657494,5260382,5541235,141580,288938,250907,27596.68,30488.45,247.54,313.29,7421.35,959.12,259.89,76394.95,145462.23,325930.71,99429060.81,97.9,2.924,599.0,0.325675651,0.36276594642857146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
